,cpu,ram,gpu,gpu_mem
0,0.0,109232128,0,101
1,35.9,118435840,0,156
2,85.6,222695424,0,380
3,95.8,303300608,14,8018
4,80.6,324927488,14,15656
5,110.7,346587136,14,15686
6,99.5,448442368,32,15722
7,83.5,553037824,32,15756
8,74.0,637591552,32,15794
9,85.1,740130816,3,15824
10,101.6,846045184,3,15862
11,70.8,946380800,3,15894
12,89.4,1031520256,4,15926
13,99.1,1147858944,4,15966
14,86.8,1244336128,4,16004
15,83.7,1320394752,8,16014
16,96.7,0,8,99
