,cpu,ram,gpu,gpu_mem
993,87.6,325898240,17,412
994,106.2,325898240,18,412
995,103.3,325898240,18,412
996,91.3,325898240,18,412
997,102.6,325898240,18,412
998,102.0,325898240,18,412
999,102.4,325898240,18,412
1000,102.1,325898240,18,412
1001,97.6,325898240,18,412
1002,103.5,325898240,18,412
1003,87.1,325898240,16,412
1004,104.3,325898240,16,412
1005,104.6,325898240,16,412
1006,103.0,325898240,16,412
1007,103.5,325898240,16,412
1008,96.9,325898240,16,412
1009,101.4,325898240,16,412
1010,85.1,325898240,16,412
1011,105.1,325898240,16,412
1012,104.8,325898240,17,412
1013,103.9,325898240,17,412
1014,90.9,325898240,17,412
1015,104.6,325898240,17,412
1016,98.0,325898240,17,412
1017,106.8,325898240,17,412
1018,88.7,325898240,18,412
1019,100.4,325898240,18,412
1020,105.7,325898240,18,412
1021,104.0,325898240,18,412
1022,87.4,325898240,18,412
1023,111.1,325898240,18,412
1024,93.9,325898240,17,412
1025,103.9,325898240,17,412
1026,103.9,325898240,17,412
1027,104.0,325898240,16,412
1028,89.4,325898240,16,412
1029,101.7,325898240,16,412
1030,104.7,325898240,16,412
1031,88.2,325898240,16,412
1032,106.4,325898240,16,412
1033,104.7,325898240,16,412
1034,89.4,325898240,16,412
1035,106.2,325898240,16,412
1036,109.8,325898240,16,412
1037,92.0,325898240,16,412
1038,102.1,325898240,16,412
1039,101.3,325898240,18,412
1040,100.9,325898240,18,412
1041,102.7,325898240,18,412
1042,98.6,325898240,18,412
1043,101.6,325898240,18,412
1044,85.9,325898240,16,412
1045,102.3,325898240,16,412
1046,98.6,325898240,16,412
1047,102.5,325898240,16,412
1048,107.5,325898240,16,412
1049,102.4,325898240,16,412
1050,85.4,325898240,16,412
1051,103.6,325898240,16,412
1052,97.9,325898240,16,412
1053,115.0,325898240,18,412
1054,88.8,325898240,18,412
1055,94.1,325898240,18,412
1056,107.7,325898240,17,412
1057,109.7,325898240,17,412
1058,89.7,325898240,17,412
1059,93.2,325898240,17,412
1060,107.0,325898240,17,412
1061,105.4,325898240,17,412
1062,91.0,325898240,17,412
1063,105.1,325898240,17,412
1064,109.5,325898240,17,412
1065,88.4,325898240,17,412
1066,103.9,325898240,17,412
1067,107.5,325898240,17,412
1068,88.1,325898240,18,412
1069,109.0,325898240,18,412
1070,90.8,325898240,18,412
1071,105.4,325898240,18,412
1072,91.8,325898240,18,412
1073,109.1,325898240,18,412
1074,92.6,325898240,18,412
1075,99.1,325898240,18,412
1076,106.6,325898240,18,412
1077,94.3,325898240,18,412
1078,103.0,325898240,18,412
1079,107.2,325898240,18,412
1080,93.3,325898240,18,412
1081,106.4,325898240,18,412
1082,94.9,325898240,18,412
1083,100.4,325898240,17,412
1084,103.3,325898240,17,412
1085,100.8,325898240,17,412
1086,101.3,325898240,16,412
1087,101.7,325898240,16,412
1088,86.7,325898240,16,412
1089,103.8,325898240,16,412
1090,100.6,325898240,16,412
1091,107.9,325898240,16,412
1092,96.1,325898240,17,412
1093,94.8,325898240,17,412
1094,104.4,325898240,17,412
1095,104.9,325898240,16,412
1096,96.4,325898240,16,412
1097,89.0,325898240,16,412
1098,103.0,325898240,16,412
1099,102.0,325898240,16,412
1100,98.5,325898240,16,412
1101,105.6,325898240,16,412
1102,95.0,325898240,16,412
1103,104.8,325898240,16,412
1104,91.4,325898240,16,412
1105,107.0,325898240,16,412
1106,103.9,325898240,16,412
1107,92.0,325898240,16,412
1108,105.2,325898240,16,412
1109,91.3,325898240,16,412
1110,103.4,325898240,16,412
1111,108.0,325898240,16,412
1112,89.3,325898240,16,412
1113,102.6,325898240,16,412
1114,109.0,325898240,16,412
1115,90.5,325898240,16,412
1116,94.6,325898240,17,412
1117,111.9,325898240,17,412
1118,90.8,325898240,17,412
1119,103.5,325898240,16,412
1120,102.5,325898240,16,412
1121,101.6,325898240,16,412
1122,90.8,325898240,16,412
1123,102.0,325898240,16,412
1124,94.7,0,16,99
