,cpu,ram,gpu,gpu_mem
412,90.7,137662464,0,99
413,101.7,137662464,0,99
414,101.3,137662464,0,99
415,101.4,137662464,0,99
416,103.3,137662464,0,99
417,98.3,137662464,0,99
418,107.6,137662464,0,99
419,86.9,137662464,0,99
420,103.1,137662464,0,99
421,96.7,137662464,0,99
422,102.5,137662464,0,99
423,103.5,137662464,0,99
424,96.1,137662464,0,99
425,108.6,137662464,0,99
426,96.1,137662464,0,99
427,97.6,137662464,0,99
428,97.1,137662464,0,99
429,111.7,137662464,0,99
430,84.3,137662464,0,99
431,112.5,137662464,0,99
432,94.4,137662464,0,99
433,104.8,137662464,0,99
434,89.7,137662464,0,99
435,113.8,137662464,0,99
436,93.3,137662464,0,99
437,100.8,137662464,0,99
438,100.3,137662464,0,99
439,99.3,137662464,0,99
440,95.3,137662464,0,99
441,99.7,137662464,0,99
442,112.6,137662464,0,99
443,96.8,137662464,0,99
444,96.9,137662464,0,99
445,100.4,137662464,0,99
446,99.6,137662464,0,99
447,99.5,137662464,0,99
448,101.6,137662464,0,99
449,88.6,137662464,0,99
450,104.1,137662464,0,99
451,102.7,137662464,0,99
